,№ п/п,KKS-код параметра,Наименование параметра,Наименование сигнала,Вид сигнала,min,max,Ед. изм.,Участие в задачах,Примечание
792,126,F6NDG10AA801,Затвор дисковый РК. КА6 регулятор расхода воды через ВК-6,,Меньше,,,,"АР,ДУ",
793,127,F6NDF10AA001,Затвор дисковый К-12 на выходе котловой воды из ВК-6,,Открыть,,,,ДУ,
794,128,F6NDF10AA001,Затвор дисковый К-12 на выходе котловой воды из ВК-6,,Закрыть,,,,ДУ,
795,129,F6NDF10AA001,Затвор дисковый К-12 на выходе котловой воды из ВК-6,,Стоп,,,,ДУ,н.з.контакт
796,130,F7NDG10AA001,Затвор дисковый К-13 на входе котловой воды в ВК-7,,Открыть,,,,ДУ,
797,131,F7NDG10AA001,Затвор дисковый К-13 на входе котловой воды в ВК-7,,Закрыть,,,,ДУ,
798,132,F7NDG10AA001,Затвор дисковый К-13 на входе котловой воды в ВК-7,,Стоп,,,,ДУ,н.з.контакт
799,133,F7NDG10AA801,Затвор дисковый РК. КА7 регулятор расхода воды через ВК-7,,Больше,,,,"АР,ДУ",
800,134,F7NDG10AA801,Затвор дисковый РК. КА7 регулятор расхода воды через ВК-7,,Меньше,,,,"АР,ДУ",
801,135,F7NDF10AA001,Затвор дисковый К-14 на выходе котловой воды из ВК-7,,Открыть,,,,ДУ,
802,136,F7NDF10AA001,Затвор дисковый К-14 на выходе котловой воды из ВК-7,,Закрыть,,,,ДУ,
803,137,F7NDF10AA001,Затвор дисковый К-14 на выходе котловой воды из ВК-7,,Стоп,,,,ДУ,н.з.контакт
804,138,F8NDG10AA001,Затвор дисковый К-15 на входе котловой воды в ВК-8,,Открыть,,,,ДУ,
805,139,F8NDG10AA001,Затвор дисковый К-15 на входе котловой воды в ВК-8,,Закрыть,,,,ДУ,
806,140,F8NDG10AA001,Затвор дисковый К-15 на входе котловой воды в ВК-8,,Стоп,,,,ДУ,н.з.контакт
807,141,F8NDG10AA801,Затвор дисковый РК. КА8 регулятор расхода воды через ВК-8,,Больше,,,,"АР,ДУ",
808,142,F8NDG10AA801,Затвор дисковый РК. КА8 регулятор расхода воды через ВК-8,,Меньше,,,,"АР,ДУ",
809,143,F8NDF10AA001,Затвор дисковый К-16 на выходе котловой воды из ВК-8,,Открыть,,,,ДУ,
810,144,F8NDF10AA001,Затвор дисковый К-16 на выходе котловой воды из ВК-8,,Закрыть,,,,ДУ,
811,145,F8NDF10AA001,Затвор дисковый К-16 на выходе котловой воды из ВК-8,,Стоп,,,,ДУ,н.з.контакт
812,146,F0NDG24AA801,Клапан регулирующий до теплообменников по сети Т21 РТ- 70,,Больше,,,,"АР,ДУ",
813,147,F0NDG24AA801,Клапан регулирующий до теплообменников по сети Т21 РТ- 70,,Меньше,,,,"АР,ДУ",
814,148,F0GCN01AA001,Кран запорный бака раствора щелочи 9Д,,,,,,ДУ,
815,149,F0GCN01AA001,Кран запорный бака раствора щелочи 9Д,,,,,,ДУ,
816,150,F0GCN01AA001,Кран запорный бака раствора щелочи 9Д,,,,,,ДУ,н.з.контакт
817,151,F0NDF24AA801,Клапан регулирующий К5 по сети Т1 до теплообменника К1 отопления и ГВС,,,,,,"АР,ДУ",
818,152,F0NDF24AA801,Клапан регулирующий К5 по сети Т1 до теплообменника К1 отопления и ГВС,,,,,,"АР,ДУ",
819,153,F0NDF24AA802,Клапан регулирующий К5а по сети Т1 до теплообменника К1 отопления и ГВС,,,,,,"АР,ДУ",
820,154,F0NDF24AA802,Клапан регулирующий К5а по сети Т1 до теплообменника К1 отопления и ГВС,,,,,,"АР,ДУ",
821,155,F0NDF24AA803,Клапан регулирующий К6 по сети Т1 до теплообменника К2 вентиляции,,,,,,"АР,ДУ",
822,156,F0NDF24AA803,Клапан регулирующий К6 по сети Т1 до теплообменника К2 вентиляции,,,,,,"АР,ДУ",
823,157,F0NDG24AA001,Клапан электромагнитный К7 по сети Т94 подпитки контура отопления и ГВС,,,,,,,
824,158,F0SAH21AA001,Клапан электромагнитный К13 на линии заполнения теплоносителя по сети Т21 системы вентиляции,,,,,,,
